id,user_id,estado,edad,sexo,coordinates,fechaCaptura
1f21186a-0b40-479d-b36c-8399659c1039,4,Robusta,Adultas,0,"-90.49093903989073,-0.5887022351398374",2024-08-02T06:02:46.583Z
35871d31-43f8-476d-a9d6-117ffa41dc55,3,Robusta,Adultas,0,"-90.2964992585815,-0.5669088498036773",2024-08-01T02:54:07.904Z
90c951d5-b4e9-42f2-b8fc-586873c99dcd,5,Muerta,Adultas,1,"-90.36766195476905,-0.524777142677959",2024-08-07T22:39:31.076Z
6def799d-da6b-4bbe-b4e5-ea2e6f490117,1,Esquelética,Ancianas,0,"-90.22251768619549,-0.6387989626472449",2024-08-15T02:01:58.877Z
bc44477e-af14-49e8-bce1-15894d5987f3,5,Saludable,Ancianas,0,"-90.43309703157198,-0.7366356803332963",2024-07-18T12:28:55.700Z
09cacee0-2a44-4da2-a782-baee8ed923a0,5,Muerta,Adultas,1,"-90.3471575857063,-0.6169824181247415",2024-08-12T04:47:55.921Z
e6310879-f2e1-456a-a14f-9c12b8a34954,4,Delgada,Ancianas,1,"-90.44311439305989,-0.6600013663571239",2024-08-08T14:19:33.543Z
17f20f99-7fbc-4f13-933d-485101ba4582,5,Saludable,Adultas,1,"-90.25182798329013,-0.618570849852731",2024-07-28T21:24:17.554Z
44326fc5-4f0e-423f-b6fb-430ec94001ad,1,Muerta,Jóvenes,1,"-90.40291345910148,-0.5156523319042037",2024-07-17T10:46:42.455Z
ff4da639-8123-4fd3-af1c-817da652a3ff,1,Delgada,Jóvenes,1,"-90.46912947831873,-0.5738611076161771",2024-08-10T05:09:13.746Z
1230f4eb-7341-4810-a36a-72ac3bd5cda1,4,Delgada,Jóvenes,1,"-90.29028427134762,-0.5249364377798268",2024-08-03T21:48:16.557Z
20fdba01-40d5-4a7b-9307-545e4d164039,5,Robusta,Adultas,1,"-90.33839559735628,-0.6268169535777354",2024-07-25T21:04:53.359Z
6469a582-41e5-46dd-be9a-a3491f7a8be5,4,Robusta,Adultas,1,"-90.43434607896337,-0.7336015758995577",2024-07-28T15:12:49.820Z
e15879b5-9fa3-4c9d-baf9-a26d064d5fc8,2,Delgada,Ancianas,1,"-90.45098332282753,-0.5393584593219112",2024-08-14T09:59:14.282Z
7d2fe486-f7df-4ac4-b263-4b1174cb609f,3,Muerta,Jóvenes,1,"-90.47863450210896,-0.6808332829692261",2024-07-22T12:07:41.391Z
b05935ee-0879-4c93-9712-9a532611144c,1,Delgada,Ancianas,1,"-90.42028013414286,-0.6615633928607743",2024-07-18T09:06:56.970Z
2082879b-8f09-45a3-b5b0-bae7ca881e74,1,Saludable,Neonatas,0,"-90.36387474100758,-0.6219629826810975",2024-08-11T20:44:58.681Z
7917129c-2419-42a0-9b8d-4f5ea990f2a0,4,Muerta,Adultas,1,"-90.49062965010295,-0.5971505534447505",2024-08-10T13:47:33.871Z
9092bd8f-0404-49ac-ab60-4e830fca6b23,1,Delgada,Jóvenes,0,"-90.24461657680087,-0.5645324965301206",2024-08-09T12:38:37.877Z
9538f7a9-4c7a-4637-9bf4-cbdd70b89f78,3,Robusta,Jóvenes,1,"-90.48579877158416,-0.5846224080291942",2024-08-04T06:46:27.293Z
9d38a050-51ad-4322-be1c-31ed6251bc0f,4,Saludable,Neonatas,0,"-90.30590361149858,-0.667949247436386",2024-08-07T11:05:57.472Z
834b4f94-196f-495b-84f5-fe6c1badf3cd,5,Muerta,Ancianas,0,"-90.3352144830248,-0.548862045535983",2024-07-21T00:57:45.037Z
b03fbaef-6e51-4883-8ea8-4d1b7e624cd4,2,Muerta,Ancianas,1,"-90.40939035624591,-0.5888344305245441",2024-08-12T17:47:26.503Z
faef4a4a-2f57-46f0-b16c-ceed8d0fe319,3,Delgada,Adultas,1,"-90.32770123235204,-0.5456147231345954",2024-07-17T10:48:02.188Z
e9d733db-2080-4c3c-982d-f2b3b78270fd,5,Saludable,Neonatas,0,"-90.45394776639667,-0.7257645161133387",2024-07-28T13:12:09.341Z
a1cf5dea-4c15-47b7-ba79-67348b17ab35,1,Muerta,Jóvenes,1,"-90.52633613847158,-0.6074220540019004",2024-07-23T11:24:31.946Z
64ee1e1f-4310-450d-a898-c3dab0f29f76,2,Muerta,Jóvenes,0,"-90.33166593541493,-0.5894818530280783",2024-07-27T05:06:55.400Z
e3d36e4b-da48-42f8-8e64-48d619db66a7,5,Saludable,Jóvenes,1,"-90.42456412147591,-0.6061789073062314",2024-07-30T04:56:37.967Z
768762e8-1d0a-4835-b5c7-9aac376908e9,3,Esquelética,Adultas,0,"-90.26113733170126,-0.5696665370122084",2024-08-12T08:15:57.135Z
5666523a-eebc-4535-9e06-65cf7e9b80e0,5,Esquelética,Jóvenes,1,"-90.40263427126942,-0.546354701191611",2024-08-13T23:12:47.524Z
b113f187-f4ad-41fe-9345-acd4b5b6b863,4,Saludable,Adultas,0,"-90.2476840640937,-0.6924150290142063",2024-07-25T01:47:30.740Z
84f78d79-6902-4a37-af53-8c9f20566ebb,5,Esquelética,Ancianas,1,"-90.46545523676883,-0.7105807771803899",2024-08-16T09:25:16.559Z
daed9bc5-6223-4190-86b0-548b26da72fe,3,Muerta,Neonatas,1,"-90.46110565874251,-0.5636854092262635",2024-08-05T08:32:10.740Z
3b36e16a-6c1d-45fc-8ea1-cb1734f17890,2,Saludable,Ancianas,0,"-90.36480448395878,-0.5941147389352808",2024-07-30T22:19:21.126Z
a193d9fe-9e9c-4d7d-90fe-867111d26c9c,5,Esquelética,Adultas,0,"-90.26899138322527,-0.5614869238236921",2024-07-27T18:43:58.617Z
029c3a85-f8fc-4e06-9229-d5e3f0d392bd,2,Delgada,Ancianas,0,"-90.32782927734083,-0.5082604484304221",2024-07-30T03:58:52.002Z
df267e69-8ca4-4777-b3fe-5eb2d0c2fc2c,3,Delgada,Jóvenes,0,"-90.34202756657164,-0.6574989777845137",2024-07-26T18:09:55.680Z
342c5c45-ebba-4e01-bb68-ec2a73aca0a7,3,Muerta,Ancianas,1,"-90.40590238102357,-0.5231019482125958",2024-07-18T22:54:43.571Z
5ad06ce0-0235-40e5-aa1b-c3132ba3b607,5,Esquelética,Neonatas,1,"-90.20909898062209,-0.6388328632122131",2024-07-23T04:09:37.539Z
cc7343fe-b0d1-4982-ba3d-c025b6224ff4,3,Esquelética,Ancianas,0,"-90.3602021540317,-0.6916316896247734",2024-07-31T07:06:30.839Z
70b86a61-44a0-4439-93c2-9891fc501063,1,Delgada,Jóvenes,1,"-90.46131032138156,-0.6652229360859852",2024-07-26T09:30:56.594Z
80840956-3b7b-4f38-bfcc-a343e4988428,4,Saludable,Adultas,1,"-90.31482162412124,-0.6533231210092952",2024-08-16T08:15:59.848Z
09920bf6-26e3-4001-af9d-bf541fc82644,4,Delgada,Jóvenes,1,"-90.2475843961728,-0.6773463099002673",2024-07-19T02:42:42.140Z
4e81ae6b-47e7-445a-a459-6e7a284ab263,2,Saludable,Ancianas,1,"-90.35946724885572,-0.5683634492668465",2024-08-16T22:32:00.684Z
34000a57-9087-4996-9aff-635ec1d9835b,4,Robusta,Adultas,1,"-90.31373532388534,-0.599883362863447",2024-08-11T10:09:01.216Z
e08d5c3c-d776-4505-a607-55cbe332b54d,4,Saludable,Ancianas,1,"-90.28696332923421,-0.5860915479226971",2024-08-02T05:46:21.793Z
1536c01e-983f-463a-987d-f62fdeaf4160,1,Esquelética,Ancianas,1,"-90.51962577516429,-0.6181259091084284",2024-08-15T01:00:43.520Z
d2db062f-61fc-4b8e-b02c-452f180ee8e3,5,Delgada,Jóvenes,1,"-90.45663037635637,-0.5893638490808883",2024-07-19T05:22:12.402Z
693851cc-77f6-4da2-9bcd-be231eae3eee,5,Delgada,Adultas,1,"-90.25709620073727,-0.7153313926401507",2024-07-22T16:58:15.078Z
a71e083e-59c4-4df9-b04e-aa473a7cde5f,5,Saludable,Jóvenes,1,"-90.30872570104792,-0.7016772869886182",2024-08-02T21:56:38.723Z
990b5d02-c68a-42be-bbc5-71ae453c8cfa,2,Esquelética,Neonatas,1,"-90.31985805705334,-0.5775438046841899",2024-08-09T09:38:57.307Z
e0099d65-07b7-4848-86ca-480373bc5620,4,Delgada,Adultas,1,"-90.31585537424824,-0.664152488743124",2024-07-28T09:48:48.381Z
01b1493d-000f-4a9b-8fc1-c442df22c3a5,1,Saludable,Adultas,1,"-90.52658621720273,-0.6354916781562462",2024-07-30T09:24:18.040Z
d6005d0b-32c9-4992-98f8-5d2803f7ef3c,3,Saludable,Jóvenes,1,"-90.34025703000972,-0.7028779287820351",2024-08-13T08:59:23.443Z
e00ef10a-67e8-4538-bf84-e217b2db934f,4,Delgada,Jóvenes,0,"-90.51403768535737,-0.5683137793328265",2024-08-10T22:05:58.690Z
63e3b8eb-3837-4ce7-a416-79cd4c9e40ce,3,Muerta,Adultas,0,"-90.34916070248399,-0.5961562815851692",2024-07-19T13:42:20.116Z
b2d1c5d5-97c8-4547-b609-30816087c6a3,1,Esquelética,Ancianas,0,"-90.32437664233099,-0.7152522754262712",2024-07-27T03:51:20.326Z
df71dab5-6a76-4f1d-b69c-3d032118a5f5,5,Muerta,Neonatas,0,"-90.47196027959119,-0.6363113825846687",2024-07-31T04:30:15.104Z
abfd7a88-c711-4a92-b747-9570e04e03cd,4,Robusta,Jóvenes,1,"-90.2269702147957,-0.5425378964050446",2024-08-10T23:48:24.728Z
522f01f9-643c-4df8-972f-a6adc07e82f8,2,Muerta,Ancianas,1,"-90.30501202465567,-0.5248075850518592",2024-07-22T09:15:09.827Z
8ea925f9-75a5-4c9c-b0af-5ca19b964f53,1,Esquelética,Neonatas,0,"-90.47290761635855,-0.542024226627225",2024-08-16T13:46:00.693Z
82c1b1c9-ad73-42bf-b684-b99c516ae5a1,2,Robusta,Adultas,0,"-90.27162186612189,-0.6984261566469273",2024-08-15T06:08:07.200Z
ed19889c-ff2f-4716-9051-3ba82721ee85,5,Esquelética,Neonatas,0,"-90.3407879320649,-0.5403081805582393",2024-08-13T18:58:38.703Z
